"Name";"Season";"Club";"Position";"Apps";"Minutes Played";"Distance Run (km)";"Player of the Match";"Goals";"Assists";"xG";"Shots on Target";"Shots";"Penalties Taken";"Penalties Scored";"Successful Passes";"Attempted Passes";"Pass%";"Key Passes";"Successful Crosses";"Attempted Crosses";"Cross%";"Chances Created";"Successful Headers";"Attempted Headers";"Header%";"Key Headers";"Dribbles";"Tackles Won";"Attempted Tackles";"Tackle%";"Key Tackles";"Interceptions";"Clearances";"Mistakes Leading to Goals";"Yellow Cards";"Red Cards";"Fouls";"Fouls Against";"Offsides";"Average Rating";"Acc";"Aer";"Agg";"Agi";"Ant";"Bal";"Bra";"Cmd";"Com";"Cmp";"Cnt";"Cor";"Cro";"Dec";"Det";"Dri";"Ecc";"Fin";"Fir";"Fla";"Fre";"Han";"Hea";"Jum";"Kic";"Ldr";"Lon";"L Th";"Mar";"Nat";"OtB";"1v1";"Pac";"Pas";"Pen";"Pos";"Pun";"Ref";"TRO";"Sta";"Str";"Tck";"Tea";"Tec";"Thr";"Vis";"Wor"
"Sam Siege";"8.0";"União São Paulo";"D (RLC)";5;450;65,6;0;0;0;0,09;1;1;0;0;281;311;448,83;4;7;22;70;1;44;47;472,22;5;0;9;10;366,67;0;16;45;1;1;0;4;3;0;6,82;16;5;10;13;13;13;10;5;5;13;13;7;7;16;10;7;5;5;7;7;7;5;11;13;5;7;6;5;13;20;10;5;16;10;5;13;5;5;5;20;13;13;10;8;5;10;10
"Sam Siege";"9.0";"Athênai F.C.";"D (RLC)";3;270;39;0;0;0;0;0;0;0;0;134;156;260,27;2;1;3;50;1;11;15;260;1;1;2;3;150;0;9;10;0;0;0;2;0;0;6,7;16;5;10;13;13;13;10;5;5;13;13;7;7;16;10;7;5;5;7;7;7;5;11;13;5;7;6;5;13;20;10;5;16;10;5;13;5;5;5;20;13;13;10;8;5;10;10
"Sami Zerhouni";"10.0";"Schwarzwälder FV";"D (C), DM, M (C)";8;720;119,7;0;0;1;0,75;2;10;0;0;770;839;731,62;11;1;3;100;0;16;21;558,33;1;0;6;7;366,67;0;12;10;0;0;0;5;2;0;7,07;14;5;5;12;13;12;9;5;5;14;10;9;6;16;11;11,75;5;6;12,75;10;9;5;8;8;5;5;5;5;10;20;10;5;10;19;11;13;5;5;5;20;9;10;10;16;5;15,25;13
"Sami Zerhouni";"10.0";"Schwarzwälder FV";"DM, M (C)";6;540;87,1;0;1;1;0,12;1;1;0;0;438;510;511,84;8;0;0;NA;5;11;21;303,33;0;0;11;12;366,67;2;11;3;1;0;0;2;0;0;7,14;14;5;5;12;13;12;9;5;5;14;10;7;6;16;11;11;5;5,83;12;10;8,5;5;7,5;8;5;5;5;5;10;20;9;5;10;19;11;12,83;5;5;5;20;9;10;10;15,67;5;15;13
"Sami Zerhouni";"11.0";"Schwarzwälder FV";"D (C), DM, M (C)";13;1170;192,7;0;3;2;1,47;8;20;0;0;908;1012;1246,86;26;6;13;400;3;36;55;810,47;0;6;6;9;450;0;20;25;0;0;0;2;1;0;7,16;14;5;5;12;13;13;9;5;5;15;10;9;6;16;13;12,57;5;6;14;10,29;9,79;5;8;8;5;5;5;5;10;20;10;5;10;19;12,79;13;5;5;5;20;9;10;11;16;5;16;13
"Sami Zerhouni";"12.0";"Schwarzwälder FV";"D (C), DM, M (C)";14;1260;213,6;0;0;2;0,87;5;12;0;0;758;868;1219,89;11;2;13;100;5;34;51;1025;0;4;17;20;808,33;0;27;18;1;0;0;10;1;0;6,71;14;5;5;13;13;15;9,07;5;5;15;10;9;6;16;13;13;5;6,07;14;12;10;5;8;8;5;5;5;5;10;20;10,07;5;10;19;13;13;5;5;5;20;9;10;12;16;5;16;13
"Sami Zerhouni";"7.0";"Adowa Accra FC";"D (C), DM, M (C)";11;990;133,5;0;1;0;0,2;2;2;0;0;583;623;1030,42;5;0;1;0;2;35;67;657,54;5;0;15;18;825;1;22;25;1;3;0;11;2;1;6,59;10;5;5;9;10;12;9;5;5;13;10;5;5;10;11;10;5;5;11,36;9,27;5;5;5;5,55;5;5;5;5;10;20;5;5;9;15;8;10;5;5;5;20;6,64;6,45;9;14;5;12,18;12,36
"Sami Zerhouni";"8.0";"Adowa Accra FC";"D (C), DM, M (C)";7;630;95,4;0;0;1;0,06;1;4;0;0;442;503;618,81;4;0;2;0;3;13;22;391,67;1;0;10;11;400;0;7;7;0;0;0;1;2;0;6,84;10;5;5;9;11,57;12;9;5;5;13;10;5;5;12;11;10;5;5;12;10;5;5;5;8;5;5;5;5;10;20;5;5;9;18,71;8;10;5;5;5;20;7;9;9,86;14;5;13;13
"Sami Zerhouni";"8.0";"Adowa Accra FC";"DM, M (C)";7;630;100,5;0;0;0;0,57;0;4;0;0;531;582;637,92;5;0;2;0;1;10;15;470;1;1;15;17;463,33;1;6;7;0;0;0;1;1;1;6,86;10,57;5;5;10;13;12;9;5;5;13;10;5;5;13;11;10;5;5;12;10;6,71;5;5;8;5;5;5;5;10;20;5;5;9;19;10,57;10;5;5;5;20;7;9;10;14;5;13;13
"Sami Zerhouni";"9.0";"Adowa Accra FC";"DM, M (C)";13,5;1215;201,7;0;1;2;2,31;7;18;1;0;815;953;1204,42;22;3;7;200;8;27;39;1096,67;1;5;16;22;958,34;0;14;17;1;2;0;4;1;1;6,85;13,14;5;5;12;13;12;9;5;5;14;10;5;5,57;15;11;11;5;5;12;10;8;5;5;8;5;5;5;5;10;20;7,93;5;9,93;19;11;10,71;5;5;5;20;9;9,93;10;14;5;14,79;13
"Sator Freddy";"10.0";"Schwarzwälder FV";"D (C), DM";4;360;49,5;0;0;0;0;0;0;0;0;302;314;384,42;0;0;2;0;0;27;30;340;5;0;6;6;300;2;12;41;0;1;0;5;0;1;6,82;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"11.0";"Cairo City";"D (C), DM";0,5;45;6,9;0;0;0;0,02;1;1;0;0;42;44;95,45;1;0;0;NA;0;1;1;100;0;0;0;0;NA;0;1;2;0;0;0;0;0;0;7,2;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"12.0";"Cairo City";"D (C), DM";14;1260;155;0;0;0;1,33;3;13;0;0;459;512;1252,83;1;0;0;NA;0;180;199;1274,56;29;1;20;21;866,67;5;31;185;0;2;0;5;0;1;6,79;15;5;7;7;10;7;7;5;5;11;7;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;15;20;5;5;15;8;5;16;5;5;5;20;16;15;10;5;5;5;10
"Sator Freddy";"3.0";"Sydney City";"D (C), DM";16;1440;177,9;0;1;1;1,05;4;13;0;0;734;813;1445,01;6;0;1;0;3;192;221;1399,39;24;1;12;17;900;2;42;250;0;4;0;9;4;2;7,01;15;5;5;5;6,5;5,5;5;5;5;6,31;10;5;5;10;5,25;5;5;5;5;5;5;5;15;15;5;5;5;5;15,25;20;5;5;15;5;5;15,06;5;5;5;20;7,94;15;9,56;5;5;5;10,44
"Sator Freddy";"4.0";"Sydney City";"D (C), DM";18;1620;203,7;0;1;0;1,44;4;11;0;0;1049;1138;1637,34;2;1;4;100;1;231;280;1464,5;31;0;15;17;966,67;1;75;272;1;2;0;15;0;1;7,23;15;5;5;5;8,33;6,67;5,22;5;5;8,83;12;5;5;12,11;7;5;5;5;5;5;5;5;15;15;5;5;5;5;16;20;5;5;15;6,67;5;16;5;5;5;20;13;15;11,33;5;5;5;12
"Sator Freddy";"5.0";"Sydney City";"D (C), DM";4;360;46,3;1;0;0;0,15;1;3;0;0;280;297;378,25;0;0;0;NA;0;83;88;375,36;10;0;4;6;250;1;19;74;0;0;0;0;0;0;7,67;15;5;5;5;10;7;7;5;5;11;13;5;5;14;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;15,75;15;13;5;5;5;13
"Sator Freddy";"5.0";"Sydney City";"D (C), DM, M (C)";10;900;114,2;0;2;0;1,03;5;12;0;0;724;759;950,41;4;0;0;NA;1;165;184;889,16;18;2;5;7;450;0;29;154;1;1;0;7;0;2;7,4;15;5;6,8;6,8;10;7;7;5;5;11;13;5;5;14,9;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"6.0";"Cairo City";"D (C), DM, M (C)";14;1260;197,6;0;1;1;1,72;7;24;0;0;1213;1327;1277,68;9;0;1;0;1;98;108;1169,33;8;0;19;20;950;2;25;95;0;3;0;7;0;1;7,16;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"7.0";"Adowa Accra FC";"D (C), DM";13;1170;140,6;0;0;0;0,37;2;5;0;0;588;621;1318,43;1;0;0;NA;0;191;211;1279,76;30;0;5;8;350;2;35;187;2;4;0;11;1;1;6,86;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"8.0";"Adowa Accra FC";"D (C), DM";7,5;675;82,1;0;0;0;0,15;1;4;0;0;520;540;867,86;1;1;2;50;0;119;128;818,86;18;1;6;8;350;0;20;121;0;2;0;3;0;1;7,16;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Sator Freddy";"9.0";"Adowa Accra FC";"D (C), DM";11;990;133,6;1;1;0;0,36;1;6;0;0;740;779;1041,48;1;1;3;50;0;155;173;979,42;30;0;16;19;625;4;30;173;0;2;0;7;1;1;7,22;15;5;7;7;10;7;7;5;5;11;13;5;5;15;7;5;5;5;5;5;5;5;16;18;5;5;5;5;16;20;5;5;15;8;5;16;5;5;5;20;16;15;13;5;5;5;13
"Scott Sterling";"1.0";"Hollywood FC";"GK";10;900;65,5;0;0;0;0;0;0;0;0;335;413;818,56;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;7;0;0;0;0;0;0;0;6,86;5;12;5;12;6,8;6,4;7;10;10;10;10;1;1;9,2;5;1;5;1;10;5;6,4;10;1;12;10;5;1;1;1;20;5;12;5;10;7,1;12;10;12,1;10;20;5,8;1;10;10,4;10;10;7
"Scott Sterling";"10.0";"Reykjavik United";"GK";14;1260;81,3;0;0;0;0;0;0;0;0;379;499;1048,02;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;1;2;0;2;0;0;0;0;0;7,03;17;18;5;18;18;7;10;18,57;18;12,57;12,57;5;5;18;5;5;9,14;5;10;5;7;18;5;10;12;8;5;5;5;20;5;19;5;10;8;18,07;10;19,07;10;20;7;5;10;12;12;10;7
"Scott Sterling";"11.0";"Reykjavik United";"GK";14;1260;97,9;0;0;0;0;0;0;0;0;478;560;1200,67;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;7,2;17;18,07;5;18;18;7;10;18;18;13;13,07;5;5;18;5,21;5;10;5;10;5;6;18;5;10;12;8;5;5;5;20;5;18;5;10;8;18;10;19,07;10;20;7;5;10;12;12;10;7
"Scott Sterling";"12.0";"Reykjavik United";"GK";14;1260;97,4;1;0;0;0;0;0;0;0;435;492;1234,86;0;0;0;NA;0;0;0;NA;0;0;1;3;50;0;7;0;1;0;0;0;0;0;7,31;17;17;5;17;17;7;10;18;18;13;14;5;5;18;8;5;10;5;10;5;6;17;5;8;12;8;5;5;5;20;5;17;5;10;8;18;10;18,93;10;20;6;5;10;12;12;10;7
"Scott Sterling";"2.0";"Hollywood FC";"GK";12;1080;72,6;0;0;0;0;0;0;0;0;335;421;942,81;3;0;0;NA;2;0;0;NA;0;0;0;0;NA;0;4;0;1;0;0;0;1;0;6,99;10,5;12;5;12,92;10;7;7;10;10;10;10;5;5;12,92;5;5;5;5;10;5;7;11,58;5;12;10;5,08;5;5;5;20;5;12;5;10;8;12;10;13;10;20;7;5;10;12;10;10;7
"Scott Sterling";"3.0";"Hollywood FC";"GK";16;1440;98,1;0;0;0;0;0;0;0;0;385;538;1143,96;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;5;0;0;0;0;0;0;0;6,73;11;13,56;5;13;11,25;7;7;10;10;10;10;5;5;16;5;5;5;5;10;5;7;13;5;12,56;10;6,13;5;5;5;20;5;13,13;5;10;8;12,94;10;18;10;20;7;5;10;12;10;10;7
"Scott Sterling";"4.0";"Hollywood FC";"GK";20;1800;128,2;0;0;0;0;0;0;0;0;457;710;1324,12;2;0;0;NA;0;0;0;NA;0;0;0;0;NA;1;2;0;0;0;0;0;0;0;6,98;11,75;16;5;13,75;13,7;7;8,35;10,7;11;10;10;5;5;16;5;5;5;5;10;5;7;13,95;5;13;10;7;5;5;5;20;5;15,7;5;10;8;13;10;20;10;20;7;5;10;12;10;10;7
"Scott Sterling";"5.0";"Hollywood FC";"GK";14;1260;71,9;0;0;0;0;0;0;0;0;293;424;993,77;1;0;0;NA;1;0;0;NA;0;0;2;3;150;0;3;0;1;0;0;0;0;0;7,12;15,64;16,79;5;16;16;7;9,64;12,14;11;10;11;5;5;16;5;5;5;5;10;5;7;16;5;13;10;7;5;5;5;20;5;16,14;5;10;8;13;10;20;10;20;7;5;10;12;10;10;7
"Scott Sterling";"6.0";"Hollywood FC";"GK";14;1260;92,1;0;0;0;0;0;0;0;0;518;615;1171,66;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;5;0;1;0;0;0;1;0;7,09;17;19,71;5;17;16;7;10;13,36;11,29;10;11;5;5;16;5;5;5;5;10;5;7;16;5;13;10,29;7;5;5;5;20;5;18;5;10;8;13,36;10;20;10;20;7;5;10;12;10,14;10;7
"Scott Sterling";"7.0";"Hollywood FC";"GK";14;1260;94,6;1;0;0;0;0;0;0;0;438;500;1237,65;0;0;0;NA;0;0;0;NA;0;0;1;2;100;0;0;0;0;0;0;0;0;0;7,15;17;20;5;17;16;7;10;15,71;15,5;10;11;5;5;16;5;5;5;5;10;5;7;16;5;13;12;7;5;5;5;20;5;18;5;10;8;15,86;10;20;10;20;7;5;10;12;11;10;7
"Scott Sterling";"8.0";"Hollywood FC";"GK";14;1260;93,2;1;0;0;0;0;0;0;0;505;617;1155,62;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;4;0;0;0;0;0;0;0;7,03;17;20;5;17;16;7;10;17,79;17;10;11;5;5;16;5;5;5;5;10;5;7;17,57;5;13;12;7;5;5;5;20;5;18;5;10;8;18;10;20;10;20;7;5;10;12;11;10;7
"Scott Sterling";"9.0";"Reykjavik United";"GK";14;1260;91,9;0;0;0;0;0;0;0;0;419;505;1157,93;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;3;0;1;0;0;0;0;0;7,29;17;20;5;18;16,86;7;10;18;18;10,86;11,43;5;5;16,86;5;5;8;5;10;5;7;18;5;13;12;8;5;5;5;20;5;20;5;10;8;18;10;20;10;20;7;5;10;12;12;10;7
"Scud Muffin";"10.0";"F.C. Kaapstad";"AM (RLC)";14;1260;217;0;2;1;2,06;14;26;0;0;631;758;1145,55;30;21;78;467,22;10;96;138;918,51;4;31;18;23;825;0;35;37;0;0;0;13;13;9;6,77;13;5;13;13;13;13;13;5;5;12,43;13;13;13;13;15,36;13;5;15;13;14,29;10;5;12,43;13;5;14;13;10;10,79;20;13;5;13;13;10;13;5;5;5;20;13;12;13;13;5;13;13
"Scud Muffin";"11.0";"F.C. Kaapstad";"AM (RLC)";14;1260;217,8;1;3;2;3,31;12;35;0;0;676;817;1169,38;14;6;44;164,29;2;99;150;899,02;0;33;46;57;1035,01;1;36;25;1;1;0;17;9;7;6,78;16;5;13;13;13;13;13;5;5;13;13;13;13;13;16;13;5;15;13;16;10;5;13;13;5;14;13;10;12;20;13;5;13,14;13;10;13;5;5;5;20;13;12;13;13;5;13,93;14,86
"Scud Muffin";"12.0";"Hollywood FC";"AM (RLC)";14;1260;223,2;0;2;3;4,01;23;46;0;0;479;578;1150,77;33;8;44;271,67;13;90;157;829,33;3;24;16;20;925;1;38;29;0;0;0;19;9;9;6,91;16;5;13;14;13;14;14;5;5;13;13;13;13;14;16;13,71;5;15,71;13;16;10,07;5;13;13;5;14;13;10;12,21;20;13,43;5;14;13;10;13,93;5;5;5;20;13;12,07;13;13;5;14;15
"Scud Muffin";"5.0";"Inter London";"AM (RLC)";8;720;124,3;0;0;0;1,09;9;21;0;0;300;340;878,4;8;7;57;153,58;3;47;72;600,84;2;28;4;5;150;0;15;15;0;0;0;15;15;14;6,57;13;5;5;11;10;10;5;5;5;10;10;5;13;10;10;10,2;5;10;10,2;10;5;5;5;10;5;5;7;5;5;20;10;5;12,9;11,8;5;5;5;5;5;20;10;5;10;12;5;11,8;10
"Scud Muffin";"6.0";"Inter London";"AM (RLC)";8;720;124;1;2;5;2,17;12;26;0;0;351;424;745,13;28;21;64;254,09;5;41;78;488,21;0;16;9;13;440;0;14;13;0;0;0;9;8;5;7,27;13;5;6,56;13;13;10;5;5;5;10;10;10;13;10;10;13;5;10,67;13;13;5;5;5,22;10;5;5,56;9,56;5;5;20;12,78;5;13;13;5;7,67;5;5;5;20;10;5;10;12,44;5;12,22;10
"Scud Muffin";"7.0";"Inter London";"AM (RLC)";12,5;1125;195,9;0;5;2;2,98;14;25;0;0;364;444;1144,74;25;20;97;284,7;5;31;91;527,63;0;18;16;21;866,67;0;32;11;0;0;0;20;12;12;6,87;13;5;11,29;13;13;10;9,93;5;5;10;10;13;13;10,86;10;13;5;13;13;13;5,43;5;10;10;5;10;13;5,93;5;20;13;5;13;13;7,79;10;5;5;5;20;10;5;10;13;5;13;10
"Scud Muffin";"8.0";"F.C. Kaapstad";"AM (RLC)";12,5;1125;188,5;0;2;0;1,8;10;24;0;0;405;491;1071,85;11;3;23;133,33;2;52;94;677,33;1;25;17;25;696,67;1;29;20;1;2;0;12;13;6;6,61;13;5;13;13;13;10;10;5;5;10;10;13;13;12,54;10;13;5;13,62;13;13,15;9,54;5;10;10;5;13,38;13;9,54;10;20;13;5;13;13;9,69;10;5;5;5;20;11,54;10;10,54;13;5;13;10
"Scud Muffin";"9.0";"F.C. Kaapstad";"AM (RLC)";14;1260;231,9;0;3;1;2,2;13;20;0;0;751;933;1115,45;36;25;68;569,77;4;69;98;986,06;1;13;12;12;1000;0;28;26;0;0;0;10;4;7;6,87;13;5;13;13;13;13;11,29;5;5;10;13;13;13;13;13;13;5;15;13;14;10;5;11,86;13;5;14;13;10;10;20;13;5;13;13;10;12,29;5;5;5;20;13;11,86;11,29;13;5;13;11,14
"Seb Henry";"1.0";"FC Rio";"GK";1;90;6,8;0;0;0;0;0;0;0;0;18;38;47,37;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;1;0;0;0;0;0;0;0;6,6;5;14;5;5;5;5;5;5;5;5;5;3;2;5;5;2;5;2;7;5;5;5;1;15;5;5;1;3;2;20;5;20;5;10;5;10;5;15;5;20;5;2;5;5;5;10;5
"Sebastien Pelletier";"4.0";"AS Paris";"AM (C)";13;1170;194,6;0;2;2;1,83;11;25;0;0;707;823;1111,43;15;11;38;353,33;5;46;63;915;1;27;15;17;900;0;19;17;1;0;0;7;11;3;7,01;11,85;5;7;11;9;9,08;8;5;5;8;8;6;10;10;8;10;5;9,54;10;7;7;5;9;8,85;5;6;11,92;7;9;20;11;5;11,08;12,54;7;7;5;5;5;20;10;9;10,31;11,31;5;11,62;10,85
"Sebastien Pelletier";"4.0";"AS Paris";"M/AM (C)";7;630;104,2;0;1;1;1,07;3;12;0;0;361;421;600,25;10;5;26;125,4;6;30;42;482,1;0;18;7;15;390;0;18;11;0;0;0;7;5;1;6,95;12;5;7;11;9;10;8;5;5;8;8;6;10;10,57;8;10;5;10;10;7;7;5;9;9;5;6;13;7;9;20;11;5;12;13;7;7;5;5;5;20;10;9;11,57;12;5;13;11
"Sebastien Pelletier";"5.0";"AS Paris";"M/AM (C)";14;1260;210;0;2;4;1,74;10;18;0;0;674;793;1191,4;18;5;31;153,33;5;31;49;808,34;3;14;7;11;333,34;1;25;18;0;1;0;2;7;0;6,78;13;5;5;12;12;10;9;5;5;10;9;5;9;13;8;12;5;9;12;12;5;5;5;5;5;5;12,86;5;5;20;13;5;14;15;5;5;5;5;5;20;10;5;12,29;13;5;13,93;13
"Sebastien Pelletier";"6.0";"AS Paris";"M/AM (C)";10;900;150,9;0;1;1;1,09;3;15;0;0;511;580;876,7;15;6;34;136,67;6;22;37;526,67;0;16;10;12;750;1;10;10;1;0;0;2;8;1;6,9;13;5;5;12;12;10;9;5;5;10;9;5;9;13;8;12;5;9;12;12;5;5;5;5;5;5;13;5;5;20;13;5;14;15;5;5;5;5;5;20;10;5;13;13;5;14;13
"Sebastien Pelletier";"7.0";"AS Paris";"M/AM (C)";8;678;116,4;0;1;2;0,84;4;10;0;0;361;424;779,85;15;2;10;133,33;5;22;36;438,34;3;8;10;13;391,67;0;9;13;0;0;0;6;2;3;6,96;13;5;5;12;12;10;9;5;5;10;9;5;9;13;8;12;5;9;12;12;5;5;5;5;5;5;13;5;5;20;13;5;14;15;5;5;5;5;5;20;10;5;13;13;5;14;13
"Sebastien Pelletier";"8.0";"AS Paris";"M/AM (C)";3;247;42,9;0;0;1;0,36;4;5;0;0;158;182;343,21;6;0;3;0;3;10;11;280;1;1;8;10;180;1;3;7;0;0;0;2;3;1;7,01;13;5;5;12;12;10;9;5;5;10;9;5;9;13;8;12;5;9;12;12;5;5;5;5;5;5;13;5;5;20;13;5;14;15;5;5;5;5;5;20;10;5;13;13;5;14;13
"Seth Dolan";"4.0";"Montréal United";"AM (L)";5;450;70,1;0;0;0;1,13;8;15;0;0;227;258;443,04;8;1;7;20;3;21;32;320,95;1;6;5;11;126,67;0;8;12;0;0;0;4;4;2;6,5;8,6;5;8;7;7;7;8;5;5;7;8;7;7;8;8;11;5;11;11;9;10;5;7;10;5;10;7;5,8;8;20;7;5;10;11;8;9;5;5;5;20;7;9;10;8;5;10;11
"Seth Dolan";"5.0";"União São Paulo";"AM (L)";5;450;67,6;0;0;0;0,32;2;5;0;0;305;335;540,31;6;0;2;0;2;12;22;275,6;0;4;14;16;450;1;6;12;0;0;0;7;1;0;6,85;10;5;10;7;9;7;8;5;5;7;8;7;8;8;8;11;5;11;11;9;10;5;7;10;5;10;7;6;8,67;20;7;5;12;11;8;9;5;5;5;20;7;10,5;10;8;5;10;11
"Seth Dolan";"5.0";"União São Paulo";"AM (LC)";0,5;45;7,89999999999999;0;0;0;0;0;0;0;0;24;30;80;2;0;0;NA;2;2;2;100;1;0;1;3;33,33;0;0;1;0;0;0;1;0;1;6,92;10;5;12;7;11;7;8;5;5;7;8;7;8;8;8;12;5;11;11;9;10;5;7;10;5;10;9;6;10;20;7;5;12;12;8;9;5;5;5;20;7;12;10;9;5;10;11
"Seth Dolan";"6.0";"União São Paulo";"AM (L)";3,5;315;49,4;0;0;1;0,05;0;1;0;0;188;215;351,3;3;0;1;0;2;5;12;133,33;1;5;9;10;285,71;0;3;5;0;0;0;5;0;0;6,82;13;5;12;10;11;7;8;5;5;7;8;7;8;8;8;12;5;11;12;9;10;5;7;10;5;10;9;6;12;20;11;5;13;12;8;9;5;5;5;20;7;12;10;10;5;10;11
"Seth Dolan";"6.0";"União São Paulo";"M (C), AM (L)";1;90;15,6;0;0;0;0,16;0;2;0;0;33;41;80,49;0;0;0;NA;0;5;8;62,5;0;0;1;2;50;0;2;3;0;0;0;2;2;0;6,75;13;5;12;10;11;7;8;5;5;7;8;7;8;8;8;12;5;11;12;9;10;5;7;10;5;10;9;6;12;20;11;5;13;12;8;9;5;5;5;20;7;12;10;10;5;10;11
"Seth Dolan";"6.0";"União São Paulo";"M (C), AM (LC)";0,5;45;7,1;0;0;0;0;0;0;0;0;15;19;78,95;1;0;0;NA;1;0;2;0;0;1;1;1;100;0;0;0;0;0;0;2;0;1;6,6;10;5;12;7;11;7;8;5;5;7;8;7;8;8;8;12;5;11;11;9;10;5;7;10;5;10;9;6;12;20;11;5;12;12;8;9;5;5;5;20;7;12;10;9;5;10;11
"Seth Dolan";"9.0";"Athênai F.C.";"AM (L)";3;270;44,4;0;0;0;0,41;2;4;0;0;116;139;249,51;6;3;10;66,66;3;19;32;177,53;1;2;12;13;288,89;0;6;14;0;0;0;3;1;0;6,63;13;5;12;10;11;7;8;5;5;7;8;7;8;8;8;12;5;11;12;9;10;5;7;10;5;10;9;6;12;20;11;5;13;12;8;9;5;5;5;20;7;12;10;10;5;10;11
"Seth Dolan";"9.0";"Montréal United";"AM (L)";0,5;45;7,6;0;0;0;0;0;0;0;0;19;26;73,08;0;1;2;50;0;6;8;75;0;3;2;2;100;0;4;2;0;0;0;0;2;0;6,8;13;5;12;10;11;7;8;5;5;7;8;7;8;8;8;12;5;11;12;9;10;5;7;10;5;10;9;6;12;20;11;5;13;12;8;9;5;5;5;20;7;12;10;10;5;10;11
"Shinji Kaido";"10.0";"Tokyo S.C.";"AM (LC)";6;540;94,1;0;1;2;1,88;7;18;0;0;284;334;511,22;17;13;40;195,84;5;32;53;364,68;0;27;12;12;500;0;11;5;0;1;0;7;6;2;7,22;18;5;5;15;16;15;5;5;5;15;12;5;13;18;5;18;5;12,83;13;17;5;5;10,83;10,83;5;5;11;5;5;20;14;5;18;16;5;10;5;5;5;20;12;5;11;16;5;18;15
"Shinji Kaido";"10.0";"Tokyo S.C.";"M (L), AM (LC)";8;720;126,5;0;1;3;1,75;12;27;0;0;415;487;668;18;20;47;332,12;6;48;85;444,63;0;27;10;13;533,33;0;15;11;0;0;0;8;14;7;7,2;19;5;5;15;16,13;15;5;5;5;15;12;5;13;18;5;18;5;13,13;13;17;5;5;12;12;5;5;11;5;5;20;14;5;18;16,38;5;10;5;5;5;20;12;5;11;16;5;18;15
"Shinji Kaido";"11.0";"Tokyo S.C.";"M (L), AM (LC)";14;1260;234,6;2;9;6;5,14;37;58;0;0;533;706;1051,38;44;17;73;330,85;17;99;152;885,69;2;33;27;31;902,38;0;38;21;0;0;0;11;11;7;7,47;19;5;8;16,36;17;15;5;5;5;15;12;5;13;18;5;18;5;14;13,64;17;5;5;12;12;5;5;11;5;5;20;16;5;18,71;18;5;10;5;5;5;20;14;5;12,64;16;5;18;15
"Shinji Kaido";"12.0";"Tokyo S.C.";"M (L), AM (LC)";14;1260;228,1;2;1;12;4,06;24;49;0;0;563;732;1075,08;57;48;111;602,95;20;86;150;816,19;2;57;41;46;990;0;51;19;0;2;0;23;8;8;7,74;19,07;5;10;17;17;15;5;5;5;15;12;5;15;18;5;18;5;16,79;15;17;5;5;13;12;5;5;11;5;5;20;16;5;19,57;18;5;10;5;5;5;20;14,07;5;15;16;5;18,43;15,71
"Shinji Kaido";"5.0";"Tokyo S.C.";"AM (RL)";14;1260;217;0;2;3;3,33;14;22;0;0;538;624;1202,43;23;9;32;394,99;5;32;74;647,32;1;30;23;28;863,34;0;25;16;0;1;0;14;13;4;6,66;15,57;5;5;9;8;8;5;5;5;10;10;5;13;12,21;5;12,14;5;8;10;8;5;5;5;5;5;5;10;5;5;20;11,14;5;14,29;14;5;8;5;5;5;20;5;5;10;12,43;5;12,93;7
